id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,local_code,home_link,wikipedia_link
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28.0,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,,,https://en.wikipedia.org/wiki/Honiara_International_Airport
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22.0,OC,NR,NR-14,Yaren District,yes,ANYN,INU,,,https://en.wikipedia.org/wiki/Nauru_International_Airport
53,AYBK,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,11.0,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,,,https://en.wikipedia.org/wiki/Buka_Airport
55,AYDU,medium_airport,Daru Airport,-9.08676,143.207993,20.0,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,,,https://en.wikipedia.org/wiki/Daru_Airport
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,,,https://en.wikipedia.org/wiki/Girua_Airport
62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20.0,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,,,https://en.wikipedia.org/wiki/Madang_Airport
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239.0,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport
71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19.0,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,,,https://en.wikipedia.org/wiki/Wewak_International_Airport
31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74.0,NA,GL,GL-QK,Aasiaat,yes,BGAA,JEG,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport
31694,BGJN,medium_airport,Ilulissat Airport,69.243202,-51.057098,95.0,NA,GL,GL-AV,Ilulissat,yes,BGJN,JAV,,,https://en.wikipedia.org/wiki/Ilulissat_Airport
31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33.0,NA,GL,GL-QA,Sisimiut,yes,BGSS,JHS,,https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/,https://en.wikipedia.org/wiki/Sisimiut_Airport
119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76.0,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,,,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24.0,EU,IS,IS-8,Höfn,yes,BIHN,HFN,,,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48.0,EU,IS,IS-6,Húsavík,yes,BIHU,HZK,,,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport
125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48.0,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,,,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport
126,BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10.0,EU,IS,IS-6,Siglufjörður,no,BISI,SIJ,,,https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport
128,BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.27890014648437,326.0,EU,IS,IS-8,Vestmannaeyjar,no,BIVM,VEY,,,https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport
4614,BKPR,medium_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789.0,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport
1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,1125.0,NA,CA,CA-ON,Fort Frances,yes,CYAG,YAG,,,https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport
1657,CYAM,medium_airport,Sault Ste Marie Airport,46.483216,-84.508467,630.0,NA,CA,CA-ON,Sault Ste Marie,yes,CYAM,YAM,,http://www.saultairport.com/,https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport
1662,CYAV,medium_airport,Winnipeg / St. Andrews Airport,50.0564,-97.032501,760.0,NA,CA,CA-MB,Winnipeg/Saint Andrews,yes,CYAV,,,,https://en.wikipedia.org/wiki/Winnipeg/St._Andrews_Airport
1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80.0,NA,CA,CA-BC,Tofino,yes,CYAZ,YAZ,,http://www.acrd.bc.ca/long-beach-airport,https://en.wikipedia.org/wiki/Tofino_Airport
1669,CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71.0,NA,CA,CA-QC,Baie-Comeau,yes,CYBC,YBC,YBC,,https://en.wikipedia.org/wiki/Baie-Comeau_Airport
1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117.0,NA,CA,CA-BC,Bella Coola,yes,CYBD,QBC,,,https://en.wikipedia.org/wiki/Bella_Coola_Airport
1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836.0,NA,CA,CA-AB,Bonnyville,yes,CYBF,YBY,,http://town.bonnyville.ab.ca/livingin/airport/index.html,https://en.wikipedia.org/wiki/Bonnyville_Airport
1673,CYBG,medium_airport,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,522.0,NA,CA,CA-QC,La Baie,yes,CYBG,YBG,,,https://en.wikipedia.org/wiki/CFB_Bagotville
1675,CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346.0,NA,CA,CA-BC,Campbell River,yes,CYBL,YBL,YBL,,https://en.wikipedia.org/wiki/Campbell_River_Airport
1678,CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343.0,NA,CA,CA-MB,Brandon,yes,CYBR,YBR,,,https://en.wikipedia.org/wiki/Brandon_Airport
1682,CYBW,medium_airport,Calgary / Springbank Airport,51.1031,-114.374001,3940.0,NA,CA,CA-AB,Calgary,no,CYBW,,,http://www.ybw.ca/,https://en.wikipedia.org/wiki/Calgary/Springbank_Airport
1683,CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,121.0,NA,CA,CA-QC,Blanc-Sablon,yes,CYBX,YBX,,,https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport
1687,CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,92.0,NA,CA,CA-BC,Nanaimo,yes,CYCD,YCD,,https://www.nanaimoairport.com/,https://en.wikipedia.org/wiki/Nanaimo_Airport
1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,1624.0,NA,CA,CA-BC,Castlegar,yes,CYCG,YCG,,https://www.wkrairport.ca/,https://en.wikipedia.org/wiki/Castlegar_Airport
1691,CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,132.0,NA,CA,CA-NB,Charlo,yes,CYCL,YCL,,,https://en.wikipedia.org/wiki/Charlo_Airport
1692,CYCN,medium_airport,Cochrane Airport,49.10559844970703,-81.01360321044922,861.0,NA,CA,CA-ON,Cochrane,no,CYCN,YCN,,,https://en.wikipedia.org/wiki/Cochrane_Airport
1695,CYCQ,medium_airport,Chetwynd Airport,55.687198638916016,-121.6269989013672,2000.0,NA,CA,CA-BC,Chetwynd,no,CYCQ,YCQ,,,https://en.wikipedia.org/wiki/Chetwynd_Airport
1706,CYDF,medium_airport,Deer Lake Airport,49.2108,-57.391399,72.0,NA,CA,CA-NL,Deer Lake,yes,CYDF,YDF,,https://deerlakeairport.com/,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland)
1713,CYDQ,medium_airport,Dawson Creek Airport,55.741245,-120.183263,2148.0,NA,CA,CA-BC,Dawson Creek,no,CYDQ,YDQ,,,https://en.wikipedia.org/wiki/Dawson_Creek_Airport
1717,CYEG,large_airport,Edmonton International Airport,53.3097,-113.580002,2373.0,NA,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG,http://www.edmontonairports.com/,https://en.wikipedia.org/wiki/Edmonton_International_Airport
1721,CYEN,medium_airport,Estevan Airport,49.2103004456,-102.966003418,1905.0,NA,CA,CA-SK,Estevan,no,CYEN,YEN,,,https://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome
1724,CYET,medium_airport,Edson Airport,53.5788993835,-116.464996338,3043.0,NA,CA,CA-AB,Edson,no,CYET,YET,,,https://en.wikipedia.org/wiki/Edson_Airport
1727,CYEY,medium_airport,Amos/Magny Airport,48.563903,-78.249702,1068.0,NA,CA,CA-QC,Amos,no,CYEY,YEY,,,https://en.wikipedia.org/wiki/Amos/Magny_Airport
1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110.0,NA,CA,CA-NU,Iqaluit,yes,CYFB,YFB,,,https://en.wikipedia.org/wiki/Iqaluit_Airport
1730,CYFC,medium_airport,Fredericton Airport,45.868900299072266,-66.53720092773438,68.0,NA,CA,CA-NB,Fredericton,yes,CYFC,YFC,,,https://en.wikipedia.org/wiki/Greater_Fredericton_Airport
1732,CYFE,medium_airport,Forestville Airport,48.74610137939453,-69.09719848632812,293.0,NA,CA,CA-QC,Forestville,no,CYFE,YFE,,,https://en.wikipedia.org/wiki/Forestville_Airport
1740,CYGD,medium_airport,Goderich Airport,43.7668991089,-81.7106018066,712.0,NA,CA,CA-ON,Goderich,no,CYGD,,YGD,http://www.goderich.ca/en/townhall/airport.asp,https://en.wikipedia.org/wiki/Goderich_Airport
1744,CYGL,medium_airport,La Grande Rivière Airport,53.625301361083984,-77.7042007446289,639.0,NA,CA,CA-QC,La Grande Rivière,yes,CYGL,YGL,,,https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport
1745,CYGM,medium_airport,Gimli Industrial Park Airport,50.62810134887695,-97.04329681396484,753.0,NA,CA,CA-MB,Gimli,no,CYGM,YGM,,,https://en.wikipedia.org/wiki/Gimli_Industrial_Park_Airport
1748,CYGQ,medium_airport,Geraldton Greenstone Regional Airport,49.77830123901367,-86.93939971923828,1144.0,NA,CA,CA-ON,Geraldton,no,CYGQ,YGQ,,,https://en.wikipedia.org/wiki/Geraldton_(Greenstone_Regional)_Airport
1749,CYGR,medium_airport,Îles-de-la-Madeleine Airport,47.425242,-61.778612,35.0,NA,CA,CA-QC,Les Îles-de-la-Madeleine,yes,CYGR,YGR,,,https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport
1751,CYGV,medium_airport,Havre-Saint-Pierre Airport,50.281898,-63.611401,124.0,NA,CA,CA-QC,Havre-Saint-Pierre,yes,CYGV,YGV,,,https://en.wikipedia.org/wiki/Havre_St-Pierre_Airport
1757,CYHD,medium_airport,Dryden Regional Airport,49.831699,-92.744202,1354.0,NA,CA,CA-ON,Dryden,yes,CYHD,YHD,,,https://en.wikipedia.org/wiki/Dryden_Regional_Airport
1759,CYHF,medium_airport,Hearst René Fontaine Municipal Airport,49.71419906616211,-83.68609619140625,827.0,NA,CA,CA-ON,Hearst,no,CYHF,YHF,,,https://en.wikipedia.org/wiki/Hearst_(Ren%C3%A9_Fontaine)_Municipal_Airport
1763,CYHM,medium_airport,John C. Munro Hamilton International Airport,43.1735992432,-79.93499755859999,780.0,NA,CA,CA-ON,Hamilton,yes,CYHM,YHM,,http://www.flyhi.ca/,https://en.wikipedia.org/wiki/Hamilton/John_C._Munro_International_Airport
1764,CYHN,medium_airport,Hornepayne Municipal Airport,49.19309997558594,-84.75890350341797,1099.0,NA,CA,CA-ON,Hornepayne,no,CYHN,YHN,,,https://en.wikipedia.org/wiki/Hornepayne_Municipal_Airport
1770,CYHZ,large_airport,Halifax / Stanfield International Airport,44.8807983398,-63.5085983276,477.0,NA,CA,CA-NS,Halifax,yes,CYHZ,YHZ,,http://www.hiaa.ca/,https://en.wikipedia.org/wiki/Halifax_International_Airport
1771,CYIB,medium_airport,Atikokan Municipal Airport,48.7738990784,-91.6386032104,1408.0,NA,CA,CA-ON,Atikokan,no,CYIB,YIB,,http://www.atikokaninfo.com/community/transportation/airport/,https://en.wikipedia.org/wiki/Atikokan_Municipal_Airport
1772,CYID,medium_airport,Digby / Annapolis Regional Airport,44.5458450365,-65.7854247093,499.0,NA,CA,CA-NS,Digby,no,CYID,YDG,,,https://en.wikipedia.org/wiki/Digby_Airport
1773,CYIF,medium_airport,St Augustin Airport,51.2117,-58.658298,20.0,NA,CA,CA-QC,St-Augustin,yes,CYIF,YIF,,,https://en.wikipedia.org/wiki/St-Augustin_Airport
1783,CYJT,medium_airport,Dymond Airport,48.544201,-58.549999,84.0,NA,CA,CA-NL,Stephenville,no,CYJT,YJT,,https://cyjt.com/,https://en.wikipedia.org/wiki/Stephenville_Airport
1784,CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,1133.0,NA,CA,CA-BC,Kamloops,yes,CYKA,YKA,,,https://en.wikipedia.org/wiki/Kamloops_Airport
1787,CYKF,medium_airport,Region of Waterloo International Airport,43.4608,-80.378601,1054.0,NA,CA,CA-ON,Breslau,yes,CYKF,YKF,,http://www.waterlooairport.ca/,https://en.wikipedia.org/wiki/Region_of_Waterloo_International_Airport
1790,CYKL,medium_airport,Schefferville Airport,54.805301666259766,-66.8052978515625,1709.0,NA,CA,CA-QC,Schefferville,yes,CYKL,YKL,,,https://en.wikipedia.org/wiki/Schefferville_Airport
1340,CYKM,medium_airport,Kincardine Municipal Airport,44.201401,-81.606697,772.0,NA,CA,CA-ON,Kincardine,no,CYKM,YKD,CYKM,http://www.kincardineairport.com/,https://en.wikipedia.org/wiki/Kincardine_Airport
1794,CYKY,medium_airport,Kindersley Airport,51.5175018311,-109.180999756,2277.0,NA,CA,CA-SK,Kindersley,no,CYKY,YKY,YKY,,https://en.wikipedia.org/wiki/Kindersley_Airport
1801,CYLJ,medium_airport,Meadow Lake Airport,54.125301361083984,-108.52300262451172,1576.0,NA,CA,CA-SK,Meadow Lake,no,CYLJ,YLJ,,,https://en.wikipedia.org/wiki/Meadow_Lake_Airport
1803,CYLL,medium_airport,Lloydminster Airport,53.3092,-110.072998,2193.0,NA,CA,CA-AB,Lloydminster,yes,CYLL,YLL,,,https://en.wikipedia.org/wiki/Lloydminster_Airport
1293,CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,44.485056,-79.554663,972.0,NA,CA,CA-ON,Barrie,yes,CYLS,YLK,CYLS,http://www.lakesimcoeairport.com/,https://en.wikipedia.org/wiki/Barrie-Orillia_(Lake_Simcoe_Regional)_Airport
1808,CYLW,medium_airport,Kelowna International Airport,49.9561,-119.377998,1421.0,NA,CA,CA-BC,Kelowna,yes,CYLW,YLW,,http://www.kelowna.ca/CM/Page68.aspx,https://en.wikipedia.org/wiki/Kelowna_International_Airport
1813,CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.330299377441406,-105.55899810791016,1892.0,NA,CA,CA-SK,Moose Jaw,no,CYMJ,YMJ,,,https://en.wikipedia.org/wiki/Moose_Jaw/Air_Vice_Marshal_C.M._McEwen_Airport
1814,CYML,medium_airport,Charlevoix Airport,47.59749984741211,-70.2238998413086,977.0,NA,CA,CA-QC,Charlevoix,no,CYML,YML,,,https://en.wikipedia.org/wiki/Charlevoix_Airport
1815,CYMM,medium_airport,Fort McMurray Airport,56.653301239,-111.222000122,1211.0,NA,CA,CA-AB,Fort McMurray,yes,CYMM,YMM,,,https://en.wikipedia.org/wiki/Fort_McMurray_Airport
1816,CYMO,medium_airport,Moosonee Airport,51.29109954833984,-80.60780334472656,30.0,NA,CA,CA-ON,Moosonee,yes,CYMO,YMO,,,https://en.wikipedia.org/wiki/Moosonee_Airport
1817,CYMT,medium_airport,Chapais Airport,49.77190017700195,-74.5280990600586,1270.0,NA,CA,CA-QC,Chibougamau,yes,CYMT,YMT,,,https://en.wikipedia.org/wiki/Chibougamau/Chapais_Airport
1824,CYND,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,211.0,NA,CA,CA-QC,Gatineau,yes,CYND,YND,CYND,http://www.ego-airport.ca/english/propos_ego/,https://en.wikipedia.org/wiki/Ottawa-Gatineau_Airport
1827,CYNJ,medium_airport,Langley Airport,49.1008,-122.630997,34.0,NA,CA,CA-BC,Langley,no,CYNJ,YLY,,,https://en.wikipedia.org/wiki/Langley_Regional_Airport
1829,CYNM,medium_airport,Matagami Airport,49.76169967651367,-77.80280303955078,918.0,NA,CA,CA-QC,Matagami,no,CYNM,YNM,,,https://en.wikipedia.org/wiki/Matagami_Airport
1834,CYOD,medium_airport,CFB Cold Lake,54.40499877929688,-110.27899932861328,1775.0,NA,CA,CA-AB,Cold Lake,no,CYOD,YOD,,,https://en.wikipedia.org/wiki/CFB_Cold_Lake
1836,CYOJ,medium_airport,High Level Airport,58.62139892578125,-117.16500091552734,1110.0,NA,CA,CA-AB,High Level,yes,CYOJ,YOJ,,,https://en.wikipedia.org/wiki/High_Level_Airport
1837,CYOO,medium_airport,Oshawa Executive Airport,43.922798,-78.894997,460.0,NA,CA,CA-ON,Oshawa,no,CYOO,YOO,CYOO,http://www.oshawa-airport.com/,https://en.wikipedia.org/wiki/Oshawa_Airport
1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,374.0,NA,CA,CA-ON,Ottawa,yes,CYOW,YOW,YOW,https://yow.ca/,https://en.wikipedia.org/wiki/Ottawa_Macdonald%E2%80%93Cartier_International_Airport
1842,CYPA,medium_airport,Prince Albert Glass Field,53.2141990662,-105.672996521,1405.0,NA,CA,CA-SK,Prince Albert,yes,CYPA,YPA,,,https://en.wikipedia.org/wiki/Prince_Albert_(Glass_Field)_Airport
1844,CYPD,medium_airport,Port Hawkesbury Airport,45.6567001343,-61.3680992126,377.0,NA,CA,CA-NS,Port Hawkesbury,no,CYPD,YPS,,http://www.porthawkesburyairport.com/,https://en.wikipedia.org/wiki/Port_Hawkesbury_Airport
1845,CYPE,medium_airport,Peace River Airport,56.226898,-117.446999,1873.0,NA,CA,CA-AB,Peace River,yes,CYPE,YPE,,,https://en.wikipedia.org/wiki/Peace_River_Airport
1846,CYPG,medium_airport,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,885.0,NA,CA,CA-MB,Portage la Prairie,no,CYPG,YPG,,http://southport.ca/,https://en.wikipedia.org/wiki/Portage_La_Prairie/Southport_Airport
1848,CYPK,medium_airport,Pitt Meadows Airport,49.216099,-122.709999,11.0,NA,CA,CA-BC,Pitt Meadows,yes,CYPK,,,,https://en.wikipedia.org/wiki/Pitt_Meadows_Airport
1851,CYPN,medium_airport,Port-Menier Airport,49.836399,-64.288597,167.0,NA,CA,CA-QC,Port-Menier,yes,CYPN,YPN,,,https://en.wikipedia.org/wiki/Port-Menier_Airport
1854,CYPQ,medium_airport,Peterborough Municipal Airport,44.23,-78.363297,628.0,NA,CA,CA-ON,Peterborough,no,CYPQ,YPQ,,,https://en.wikipedia.org/wiki/Peterborough_Airport
1859,CYPW,medium_airport,Powell River Airport,49.83420181274414,-124.5,425.0,NA,CA,CA-BC,Powell River,yes,CYPW,YPW,,,https://en.wikipedia.org/wiki/Powell_River_Airport
1861,CYPY,medium_airport,Fort Chipewyan Airport,58.7672004699707,-111.11699676513672,761.0,NA,CA,CA-AB,Fort Chipewyan,yes,CYPY,YPY,,,https://en.wikipedia.org/wiki/Fort_Chipewyan_Airport
1862,CYPZ,medium_airport,Burns Lake Airport,54.3764,-125.950996,2343.0,NA,CA,CA-BC,Burns Lake,yes,CYPZ,YPZ,YPZ,,https://en.wikipedia.org/wiki/Burns_Lake_Airport
1868,CYQH,medium_airport,Watson Lake Airport,60.116839,-128.821993,2255.0,NA,CA,CA-YT,Watson Lake,yes,CYQH,YQH,,,https://en.wikipedia.org/wiki/Watson_Lake_Airport
1869,CYQI,medium_airport,Yarmouth Airport,43.82690048217773,-66.08809661865234,141.0,NA,CA,CA-NS,Yarmouth,no,CYQI,YQI,,,https://en.wikipedia.org/wiki/Yarmouth_Airport
1870,CYQK,medium_airport,Kenora Airport,49.78829956054688,-94.36309814453124,1332.0,NA,CA,CA-ON,Kenora,yes,CYQK,YQK,,,https://en.wikipedia.org/wiki/Kenora_Airport
1871,CYQL,medium_airport,Lethbridge County Airport,49.6302986145,-112.800003052,3048.0,NA,CA,CA-AB,Lethbridge,yes,CYQL,YQL,,,https://en.wikipedia.org/wiki/Lethbridge_County_Airport
1872,CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,46.112202,-64.678596,232.0,NA,CA,CA-NB,Moncton,yes,CYQM,YQM,,https://cyqm.ca/,https://en.wikipedia.org/wiki/Greater_Moncton_International_Airport
1873,CYQN,medium_airport,Nakina Airport,50.18280029296875,-86.69640350341797,1057.0,NA,CA,CA-ON,Nakina,yes,CYQN,YQN,,,https://en.wikipedia.org/wiki/Nakina_Airport
1874,CYQQ,medium_airport,Comox Valley Airport / CFB Comox,49.7108,-124.887001,84.0,NA,CA,CA-BC,Comox,yes,CYQQ,YQQ,,,https://en.wikipedia.org/wiki/CFB_Comox
1875,CYQR,medium_airport,Regina International Airport,50.43190002441406,-104.66600036621094,1894.0,NA,CA,CA-SK,Regina,yes,CYQR,YQR,,,https://en.wikipedia.org/wiki/Regina_International_Airport
1876,CYQS,medium_airport,St Thomas Municipal Airport,42.77000045776367,-81.11080169677734,778.0,NA,CA,CA-ON,St Thomas,no,CYQS,YQS,,,https://en.wikipedia.org/wiki/St._Thomas_Airport
1877,CYQT,medium_airport,Thunder Bay Airport,48.37189865112305,-89.32389831542969,653.0,NA,CA,CA-ON,Thunder Bay,yes,CYQT,YQT,,,https://en.wikipedia.org/wiki/Thunder_Bay_International_Airport
1878,CYQU,medium_airport,Grande Prairie Airport,55.1796989441,-118.885002136,2195.0,NA,CA,CA-AB,Grande Prairie,yes,CYQU,YQU,,http://www.grandeprairieairport.com/,https://en.wikipedia.org/wiki/Grande_Prairie_Airport
1879,CYQV,medium_airport,Yorkton Municipal Airport,51.26470184326172,-102.46199798583984,1635.0,NA,CA,CA-SK,Yorkton,no,CYQV,YQV,,,https://en.wikipedia.org/wiki/Yorkton_Municipal_Airport
1880,CYQW,medium_airport,North Battleford Airport,52.769409,-108.243742,1799.0,NA,CA,CA-SK,North Battleford,no,CYQW,YQW,,,https://en.wikipedia.org/wiki/North_Battleford_(Cameron_McIntosh)_Airport
1881,CYQX,medium_airport,Gander International Airport / CFB Gander,48.936258,-54.567719,496.0,NA,CA,CA-NL,Gander,yes,CYQX,YQX,,,https://en.wikipedia.org/wiki/Gander_International_Airport
1882,CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,46.1614,-60.047798,203.0,NA,CA,CA-NS,Sydney,yes,CYQY,YQY,,http://www.sydneyairport.ca/,https://en.wikipedia.org/wiki/Sydney/J.A._Douglas_McCurdy_Airport
1887,CYRI,medium_airport,Rivière-du-Loup Airport,47.76440048217773,-69.58470153808594,427.0,NA,CA,CA-QC,Rivière-du-Loup,no,CYRI,YRI,,http://www.ville.riviere-du-loup.qc.ca/anglais/aeroport.php,https://en.wikipedia.org/wiki/Rivi%C3%A8re-du-Loup_Airport
1888,CYRJ,medium_airport,Roberval Airport,48.519665,-72.265735,586.0,NA,CA,CA-QC,Roberval,yes,CYRJ,YRJ,,,https://en.wikipedia.org/wiki/Roberval_Airport
1889,CYRL,medium_airport,Red Lake Airport,51.06689834594727,-93.79309844970705,1265.0,NA,CA,CA-ON,Red Lake,yes,CYRL,YRL,,,https://en.wikipedia.org/wiki/Red_Lake_Airport
1892,CYRP,medium_airport,Ottawa / Carp Airport,45.3191986084,-76.0222015381,382.0,NA,CA,CA-ON,Ottawa,no,CYRP,,YRP,http://www.cyrp.ca/,https://en.wikipedia.org/wiki/Ottawa/Carp_Airport
1895,CYRT,medium_airport,Rankin Inlet Airport,62.8114013672,-92.1157989502,94.0,NA,CA,CA-NU,Rankin Inlet,yes,CYRT,YRT,,,https://en.wikipedia.org/wiki/Rankin_Inlet_Airport
1896,CYRV,medium_airport,Revelstoke Airport,50.962245,-118.184258,1459.0,NA,CA,CA-BC,Revelstoke,no,CYRV,YRV,,,https://en.wikipedia.org/wiki/Revelstoke_Airport
1897,CYSB,medium_airport,Sudbury Airport,46.625,-80.79889678955078,1141.0,NA,CA,CA-ON,Sudbury,yes,CYSB,YSB,,,https://en.wikipedia.org/wiki/Sudbury_Airport
1902,CYSG,medium_airport,Saint-Georges Airport,46.096401,-70.714699,893.0,NA,CA,CA-QC,Saint-Georges,no,CYSG,,,,https://en.wikipedia.org/wiki/St-Georges_Airport
1903,CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,416.0,NA,CA,CA-ON,Smiths Falls,no,CYSH,YSH,,http://www.smithsfallsflyingclub.com/,https://en.wikipedia.org/wiki/Smiths_Falls-Montague_Airport
1904,CYSJ,medium_airport,Saint John Airport,45.31610107421875,-65.89029693603516,357.0,NA,CA,CA-NB,Saint John,yes,CYSJ,YSJ,,,https://en.wikipedia.org/wiki/Saint_John_Airport
1907,CYSM,medium_airport,Fort Smith Airport,60.020302,-111.961998,671.0,NA,CA,CA-NT,Fort Smith,yes,CYSM,YSM,,,https://en.wikipedia.org/wiki/Fort_Smith_Airport
1908,CYSN,medium_airport,Niagara District Airport,43.191598,-79.171686,321.0,NA,CA,CA-ON,Niagara-on-the-Lake,yes,CYSN,YCM,,,https://en.wikipedia.org/wiki/St._Catharines/Niagara_District_Airport
1913,CYSU,medium_airport,Summerside Airport,46.440601,-63.833599,56.0,NA,CA,CA-PE,Slemon Park,no,CYSU,YSU,,,https://en.wikipedia.org/wiki/Summerside_Airport
1917,CYTA,medium_airport,Pembroke Airport,45.86439895629883,-77.25170135498047,529.0,NA,CA,CA-ON,Pembroke,no,CYTA,YTA,,http://www.flycyta.ca/,https://en.wikipedia.org/wiki/Pembroke_Airport
1920,CYTH,medium_airport,Thompson Airport,55.80110168457031,-97.86419677734376,729.0,NA,CA,CA-MB,Thompson,yes,CYTH,YTH,,,https://en.wikipedia.org/wiki/Thompson_Airport
1925,CYTS,medium_airport,Timmins/Victor M. Power,48.5696983337,-81.376701355,967.0,NA,CA,CA-ON,Timmins,yes,CYTS,YTS,,http://portal.timmins.ca/portal/en/timmins/residents/airport,https://en.wikipedia.org/wiki/Timmins_Airport
1926,CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,252.0,NA,CA,CA-ON,Toronto,yes,CYTZ,YTZ,,http://www.torontoport.com/airport.aspx,https://en.wikipedia.org/wiki/Toronto_City_Centre_Airport
1931,CYUY,medium_airport,Rouyn Noranda Airport,48.20610046386719,-78.83560180664062,988.0,NA,CA,CA-QC,Rouyn-Noranda,yes,CYUY,YUY,,,https://en.wikipedia.org/wiki/Rouyn-Noranda_Airport
1932,CYVB,medium_airport,Bonaventure Airport,48.071098,-65.460297,123.0,NA,CA,CA-QC,Bonaventure,yes,CYVB,YVB,,,https://en.wikipedia.org/wiki/Bonaventure_Airport
1936,CYVK,medium_airport,Vernon Regional Airport,50.246163,-119.330963,1140.0,NA,CA,CA-BC,Vernon,no,CYVK,YVE,,,https://en.wikipedia.org/wiki/Vernon_Regional_Airport
